"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","AvgHrs"
"3575",19,"Left","Non-Travel","Sales",2,"College","Other","Male","3","Healthcare Representative","Single",98240,1,18,"0",1,2,1,0,0,"Low","Medium","Best","High","Excellent",8.41
"3576",29,"Stayed","Travel-Rarely","Research & Development",19,"Master","Life Sciences","Male","1","Manufacturing Director","Divorced",99500,1,20,"0",3,3,3,1,2,"Low","Very High","Better","High","Outstanding",7.38
"3577",54,"Stayed","Travel-Rarely","Research & Development",9,"Master","Life Sciences","Male","2","Sales Executive","Married",20930,3,19,"0",36,2,10,0,9,"Very High","Very High","Better","High","Excellent",7.7
"3578",31,"Stayed","Travel-Rarely","Research & Development",21,"Bachelor","Life Sciences","Male","2","Laboratory Technician","Married",99800,1,12,"0",6,1,6,0,1,"High","Low","Good","High","Excellent",8.62
"3579",31,"Stayed","Travel-Rarely","Sales",24,"Below College","Marketing","Female","1","Sales Executive","Single",38940,1,12,"0",10,3,10,1,8,"High","Low","Better","Very High","Excellent",7.31
"3580",59,"Stayed","Travel-Rarely","Research & Development",3,"Master","Technical Degree","Male","1","Research Scientist","Single",40510,5,16,"3",13,3,6,0,5,"High","Very High","Better","High","Excellent",7.38
"3581",43,"Stayed","Travel-Rarely","Research & Development",11,"College","Life Sciences","Male","3","Laboratory Technician","Married",168350,3,17,"1",25,3,8,0,7,"High","Very High","Better","High","Excellent",6.57
"3582",49,"Stayed","Travel-Rarely","Sales",14,"Master","Life Sciences","Male","2","Research Scientist","Married",62300,2,14,"0",23,2,1,0,0,"Low","High","Best","Medium","Excellent",6.68
"3583",36,"Stayed","Travel-Frequently","Sales",5,"College","Marketing","Female","1","Laboratory Technician","Married",47170,1,19,"1",12,3,11,0,7,"High","Medium","Good","High","Excellent",6.06
"3584",48,"Stayed","Travel-Rarely","Research & Development",1,"Master","Life Sciences","Female","2","Laboratory Technician","Single",132370,5,13,"1",7,2,1,0,0,"Very High","Medium","Good","Very High","Excellent",6.08
"3585",27,"Stayed","Travel-Rarely","Research & Development",6,"Master","Life Sciences","Male","2","Laboratory Technician","Divorced",37550,1,19,"0",5,2,5,0,3,"Low","High","Better","High","Excellent",7.99
"3586",29,"Stayed","Travel-Rarely","Sales",17,"Master","Medical","Male","1","Laboratory Technician","Divorced",65820,1,19,"1",6,3,6,1,0,"High","Very High","Better","High","Excellent",8.77
"3587",48,"Stayed","Travel-Rarely","Sales",1,"Below College","Marketing","Male","2","Manufacturing Director","Single",74060,6,14,"2",25,2,1,0,0,"Very High","Very High","Best","High","Excellent",6.17
"3588",29,"Stayed","Travel-Rarely","Research & Development",3,"Bachelor","Technical Degree","Female","2","Healthcare Representative","Divorced",48050,3,16,"1",9,2,7,1,7,"Very High","Very High","Good","High","Excellent",6.87
"3589",34,"Stayed","Travel-Rarely","Sales",9,"Master","Medical","Female","2","Laboratory Technician","Married",27410,0,15,"1",2,3,1,0,0,"High","High","Good","High","Excellent",6
"3590",44,"Stayed","Travel-Rarely","Research & Development",4,"Bachelor","Life Sciences","Female","1","Laboratory Technician","Married",42620,7,18,"0",26,2,22,3,10,"Medium","Medium","Better","High","Excellent",7.02
"3591",33,"Stayed","Travel-Rarely","Research & Development",8,"College","Life Sciences","Female","2","Research Scientist","Divorced",161840,0,13,"1",10,2,9,0,8,"Very High","High","Better","Very High","Excellent",10.97
"3592",19,"Stayed","Travel-Rarely","Sales",2,"Master","Marketing","Male","3","Laboratory Technician","Single",115570,1,22,"0",1,0,1,0,1,"Medium","Very High","Better","High","Outstanding",10.77
"3593",23,"Stayed","Travel-Rarely","Sales",2,"Bachelor","Medical","Male","3","Laboratory Technician","Married",18780,1,13,"1",1,2,1,0,1,"Very High","High","Better","High","Excellent",7.48
"3594",25,"Left","Travel-Frequently","Research & Development",1,"Below College","Life Sciences","Male","1","Manufacturing Director","Single",109320,1,11,"1",1,3,1,1,0,"High","Very High","Better","High","Excellent",9.22
"3595",26,"Stayed","Travel-Rarely","Human Resources",9,"Bachelor","Life Sciences","Male","2","Research Scientist","Single",68110,1,11,"1",8,4,8,2,2,"High","Very High","Good","High","Excellent",8.7
"3596",45,"Left","Travel-Rarely","Human Resources",12,"Bachelor","Human Resources","Male","2","Laboratory Technician","Single",43060,2,11,"2",26,3,24,1,11,"Low","Medium","Better","High","Excellent",9.92
"3597",55,"Stayed","Non-Travel","Research & Development",27,"Bachelor","Life Sciences","Female","2","Manager","Divorced",48590,1,24,"1",34,3,33,15,0,"Very High","Medium","Better","Very High","Outstanding",9.59
"3598",21,"Left","Travel-Frequently","Research & Development",20,"College","Medical","Female","4","Research Scientist","Single",53370,1,14,"1",2,2,2,2,2,"Low","High","Bad","High","Excellent",7.57
"3599",46,"Stayed","Travel-Rarely","Research & Development",1,"Master","Life Sciences","Male","1","Manufacturing Director","Married",23400,2,13,"1",26,2,11,0,8,"Very High","Medium","Better","Low","Excellent",6.89
"3600",34,"Stayed","Travel-Rarely","Sales",13,"Master","Medical","Male","3","Sales Representative","Single",74910,0,14,"1",4,3,3,0,2,"High","Low","Better","Medium","Excellent",8.9
"3601",51,"Stayed","Travel-Frequently","Research & Development",14,"Bachelor","Life Sciences","Male","2","Research Director","Divorced",105270,4,14,"0",31,3,29,11,10,"Very High","Medium","Good","High","Excellent",11.02
"3602",59,"Stayed","Travel-Rarely","Research & Development",4,"College","Life Sciences","Male","2","Research Scientist","Single",165950,6,21,"1",25,2,9,5,4,"Very High","Very High","Good","High","Outstanding",6.61
"3603",34,"Stayed","Travel-Frequently","Sales",14,"Master","Medical","Female","3","Research Scientist","Divorced",88340,4,13,"1",15,1,11,5,10,"High","Medium","Best","High","Excellent",6.78
"3604",28,"Stayed","Travel-Frequently","Research & Development",2,"Bachelor","Other","Female","1","Manager","Single",55770,0,19,"0",5,3,4,0,2,"Very High","High","Good","High","Excellent",10.41
"3605",44,"Stayed","Travel-Rarely","Research & Development",3,"Master","Life Sciences","Male","2","Research Scientist","Divorced",47070,1,17,"0",26,4,25,14,13,"High","Low","Good","Low","Excellent",7.8
"3606",34,"Stayed","Travel-Frequently","Sales",1,"Bachelor","Life Sciences","Male","2","Sales Executive","Married",24000,4,18,"1",14,3,10,1,8,"High","Medium","Best","High","Excellent",7.5
"3607",35,"Stayed","Travel-Rarely","Research & Development",9,"Bachelor","Life Sciences","Male","4","Healthcare Representative","Married",98240,0,19,"0",4,2,3,2,2,"High","High","Better","High","Excellent",10.49
"3608",42,"Stayed","Travel-Rarely","Research & Development",23,"Master","Life Sciences","Female","1","Manager","Married",64470,6,13,"0",18,3,1,0,0,"Medium","Medium","Better","High","Excellent",9.39
"3609",43,"Stayed","Travel-Rarely","Research & Development",7,"College","Medical","Female","1","Laboratory Technician","Single",195020,3,18,"2",23,3,21,15,17,"Very High","Very High","Best","Very High","Excellent",6.4
"3610",36,"Stayed","Travel-Rarely","Research & Development",2,"Master","Medical","Male","1","Healthcare Representative","Single",27250,9,21,"1",18,4,16,5,12,"High","Medium","Better","Medium","Outstanding",10.61
"3611",44,"Left","Travel-Rarely","Research & Development",21,"Master","Life Sciences","Female","2","Laboratory Technician","Married",62720,1,19,"1",10,3,10,0,5,"Low","Very High","Better","High","Excellent",6
"3612",28,"Stayed","Travel-Frequently","Research & Development",2,"Bachelor","Life Sciences","Female","2","Sales Representative","Married",21270,1,14,"0",2,3,2,2,2,"Very High","Very High","Better","High","Excellent",9.69
"3613",51,"Stayed","Travel-Frequently","Sales",21,"Master","Medical","Male","2","Research Scientist","Single",182000,0,17,"0",8,3,7,7,7,"Medium","High","Good","High","Excellent",6.99
"3614",30,"Stayed","Non-Travel","Research & Development",2,"Master","Other","Male","1","Research Scientist","Single",20960,7,11,"3",10,2,8,1,7,"High","High","Better","High","Excellent",9.52
"3615",29,"Left","Travel-Rarely","Research & Development",29,"Master","Technical Degree","Female","1","Sales Representative","Divorced",28860,3,13,"0",10,4,7,7,7,"Medium","High","Better","High","Excellent",8.42
"3616",28,"Stayed","Travel-Rarely","Sales",1,"Master","Life Sciences","Female","2","Sales Representative","Single",20330,2,15,"1",5,5,3,1,2,"Very High","Low","Good","High","Excellent",6.85
"3617",25,"Stayed","Travel-Rarely","Research & Development",18,"College","Life Sciences","Male","1","Research Scientist","Single",36220,1,25,"0",2,0,2,2,1,"Very High","Medium","Good","High","Outstanding",8.02
"3618",32,"Stayed","Travel-Rarely","Research & Development",10,"Master","Other","Female","1","Sales Executive","Married",42330,1,11,"0",10,5,10,0,8,"High","Very High","Best","High","Excellent",6.81
"3619",45,"Stayed","Travel-Frequently","Research & Development",19,"Bachelor","Medical","Male","3","Laboratory Technician","Single",36810,3,17,"1",22,2,0,0,0,"Medium","Medium","Better","High","Excellent",6.01
"3620",39,"Stayed","Travel-Rarely","Sales",29,"Below College","Marketing","Female","1","Laboratory Technician","Divorced",54600,6,13,"2",21,3,19,15,2,"High","Medium","Better","High","Excellent",8.41
"3621",58,"Stayed","Travel-Rarely","Research & Development",27,"Bachelor","Other","Male","2","Laboratory Technician","Divorced",21870,1,18,"1",2,1,2,2,2,"Low","High","Better","Low","Excellent",6
"3622",32,"Left","Travel-Rarely","Research & Development",5,"Bachelor","Technical Degree","Female","1","Sales Executive","Married",96020,1,13,"1",10,3,10,1,1,"Very High","High","Better","High","Excellent",6.47
"3623",39,"Left","Travel-Rarely","Research & Development",18,"College","Life Sciences","Male","2","Laboratory Technician","Single",28360,0,20,"0",6,3,5,0,3,"High","Low","Better","Medium","Outstanding",7.71
"3624",30,"Stayed","Travel-Rarely","Sales",9,"Below College","Marketing","Male","4","Research Director","Married",40890,0,18,"0",10,2,9,6,7,"Low","Very High","Better","Very High","Excellent",6.2
"3625",36,"Stayed","Travel-Rarely","Sales",1,"Bachelor","Marketing","Male","2","Sales Executive","Married",166270,3,12,"0",10,5,7,1,7,"Very High","High","Better","Medium","Excellent",6.69
"3626",46,"Stayed","Travel-Rarely","Sales",4,"Bachelor","Medical","Male","1","Research Scientist","Single",26190,6,12,"1",10,3,7,5,7,"Very High","Low","Best","Medium","Excellent",7.7
"3627",28,"Stayed","Non-Travel","Research & Development",1,"Bachelor","Medical","Male","5","Sales Executive","Married",56790,0,13,"0",10,2,9,7,5,"High","Very High","Better","Medium","Excellent",8
"3628",50,"Stayed","Travel-Rarely","Research & Development",20,"College","Medical","Female","5","Laboratory Technician","Married",154020,4,21,"0",25,3,3,1,2,"Very High","Low","Better","Medium","Outstanding",10.39
"3629",40,"Left","Travel-Rarely","Sales",8,"Below College","Other","Male","1","Laboratory Technician","Single",59850,2,13,"3",9,1,5,1,0,"Very High","Medium","Better","Medium","Excellent",9.79
"3630",52,"Left","Travel-Rarely","Research & Development",3,"College","Technical Degree","Male","3","Laboratory Technician","Single",25790,9,19,"1",10,1,8,7,7,"Medium","Medium","Good","High","Excellent",10.05
"3631",30,"Stayed","Travel-Rarely","Research & Development",6,"Master","Medical","Female","1","Sales Executive","Married",30410,1,11,"1",9,2,9,0,8,"Medium","Low","Better","Medium","Excellent",10.37
"3632",39,"Stayed","Travel-Rarely","Research & Development",26,"Below College","Medical","Male","2","Healthcare Representative","Single",34470,0,14,"0",9,5,8,1,7,"Low","High","Better","High","Excellent",5.98
"3633",31,"Stayed","Non-Travel","Research & Development",1,"College","Medical","Male","1","Sales Executive","Divorced",195130,1,12,"1",10,1,10,9,6,"Very High","High","Good","Medium","Excellent",10.11
"3634",41,"Stayed","Non-Travel","Sales",6,"Bachelor","Life Sciences","Female","1","Research Director","Single",27730,1,11,"0",19,3,19,11,9,"High","Medium","Better","High","Excellent",7.8
"3635",31,"Left","Travel-Frequently","Research & Development",3,"Below College","Life Sciences","Male","1","Sales Executive","Single",71040,1,14,"1",3,3,3,2,2,"Very High","Medium","Best","High","Excellent",9.08
"3636",44,"Left","Travel-Rarely","Sales",5,"Bachelor","Life Sciences","Male","1","Laboratory Technician","Married",63220,4,11,"1",10,2,3,1,2,"Low","Low","Best","High","Excellent",6.03
"3637",42,"Stayed","Non-Travel","Research & Development",4,"Bachelor","Life Sciences","Male","2","Laboratory Technician","Married",20830,0,12,"2",21,3,20,2,10,"High","High","Good","Medium","Excellent",9.7
"3638",55,"Stayed","Travel-Rarely","Sales",11,"Bachelor","Technical Degree","Male","2","Manufacturing Director","Married",83810,4,15,"1",23,3,19,9,11,"Very High","High","Better","High","Excellent",6.59
"3639",56,"Stayed","Travel-Rarely","Sales",3,"College","Medical","Female","3","Manufacturing Director","Single",26910,6,16,"1",36,6,7,7,7,"Very High","Medium","Better","High","Excellent",7.95
"3640",40,"Stayed","Non-Travel","Research & Development",1,"Below College","Life Sciences","Male","1","Laboratory Technician","Divorced",42860,9,15,"0",6,6,4,0,0,"High","High","Better","High","Excellent",7.24
"3641",34,"Stayed","Travel-Rarely","Research & Development",3,"College","Technical Degree","Male","2","Research Director","Divorced",26590,0,24,"3",10,2,9,1,6,"Very High","Very High","Good","High","Outstanding",7.41
"3642",40,"Stayed","Travel-Rarely","Sales",4,"Bachelor","Medical","Male","2","Sales Executive","Single",94340,1,13,"1",9,3,9,8,8,"High","Very High","Better","Medium","Excellent",6.01
"3643",41,"Stayed","Travel-Frequently","Sales",1,"Master","Other","Female","2","Healthcare Representative","Divorced",55610,0,11,"0",10,2,9,1,7,"High","Low","Better","Medium","Excellent",7.69
"3644",35,"Stayed","Travel-Frequently","Sales",1,"College","Technical Degree","Male","2","Manager","Single",66460,1,13,"1",9,2,9,1,1,"High","High","Better","Medium","Excellent",9.54
"3645",51,"Stayed","Travel-Rarely","Sales",18,"College","Life Sciences","Male","4","Manufacturing Director","Divorced",77250,1,13,"1",33,2,33,0,10,"High","Medium","Better","High","Excellent",9.52
"3646",38,"Stayed","Travel-Rarely","Sales",2,"Master","Life Sciences","Female","1","Research Scientist","Divorced",107250,3,18,"0",11,5,7,1,7,"Medium","Low","Better","Medium","Excellent",6.6
"3647",34,"Stayed","Travel-Rarely","Sales",4,"Bachelor","Life Sciences","Male","2","Research Scientist","Single",88470,1,16,"0",10,3,10,9,6,"High","Low","Best","Very High","Excellent",7.22
"3648",25,"Stayed","Travel-Rarely","Research & Development",6,"College","Medical","Female","4","Research Scientist","Married",20450,3,19,"0",7,3,3,1,2,"Very High","Very High","Good","High","Excellent",6.36
"3649",58,"Left","Travel-Rarely","Sales",1,"Master","Technical Degree","Male","2","Sales Executive","Married",10090,7,13,"2",31,3,10,5,9,"High","Low","Good","Very High","Excellent",8.51
"3650",40,"Stayed","Travel-Rarely","Research & Development",14,"Master","Medical","Female","1","Research Scientist","Married",33480,3,22,"0",7,2,4,0,3,"Medium","Medium","Better","Low","Outstanding",6.07
"3651",36,"Stayed","Travel-Frequently","Sales",16,"College","Life Sciences","Male","1","Research Scientist","Married",12810,2,11,"0",17,2,15,6,13,"Low","Low","Good","High","Excellent",6.13
"3652",48,"Stayed","Travel-Rarely","Research & Development",2,"Below College","Life Sciences","Male","2","Research Scientist","Single",28190,1,20,"0",11,2,10,0,8,"Very High","Very High","Better","Medium","Outstanding",7.62
"3653",27,"Stayed","Travel-Rarely","Research & Development",2,"Bachelor","Life Sciences","Female","2","Laboratory Technician","Married",48510,8,18,"0",5,2,1,0,0,"High","Very High","Better","High","Excellent",7.09
"3654",51,"Stayed","Travel-Rarely","Research & Development",4,"Below College","Medical","Female","3","Manufacturing Director","Single",40280,3,14,"0",29,3,5,0,3,"Very High","Medium","Good","High","Excellent",7.49
"3655",18,"Stayed","Non-Travel","Research & Development",1,"Master","Medical","Male","2","Sales Executive","Single",27200,1,22,"1",0,2,0,0,0,"Very High","Very High","N/A","High","Outstanding",7.89
"3656",35,"Stayed","Travel-Rarely","Research & Development",1,"Master","Other","Female","2","Research Director","Married",81200,0,13,"0",10,2,9,0,0,"Very High","Very High","Better","Medium","Excellent",7.24
"3657",27,"Stayed","Travel-Frequently","Research & Development",26,"Master","Medical","Female","1","Research Director","Single",46470,3,17,"0",8,3,6,0,0,"Very High","Very High","Better","Very High","Excellent",7.43
"3658",55,"Left","Travel-Rarely","Research & Development",19,"Bachelor","Technical Degree","Male","1","Human Resources","Single",46800,6,14,"3",24,0,19,3,8,"Low","High","Good","Very High","Excellent",8.67
"3659",56,"Stayed","Travel-Rarely","Research & Development",24,"Master","Life Sciences","Male","2","Laboratory Technician","Married",32210,4,15,"2",33,2,19,15,9,"Very High","Medium","Better","High","Excellent",10.39
"3660",34,"Stayed","Non-Travel","Sales",1,"College","Life Sciences","Male","2","Research Scientist","Divorced",86210,1,17,"1",5,1,5,0,0,"Low","High","Better","High","Excellent",6.38
"3661",40,"Stayed","Travel-Rarely","Research & Development",3,"Bachelor","Life Sciences","Male","2","Sales Executive","Divorced",45770,5,11,"1",15,3,12,11,8,"Medium","High","Better","Medium","Excellent",6.53
"3662",34,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Life Sciences","Male","1","Research Scientist","Married",45530,4,18,"1",10,2,8,7,7,"Medium","High","Better","Very High","Excellent",7.18
"3663",31,"Left","Travel-Frequently","Research & Development",2,"College","Medical","Female","2","Manufacturing Director","Single",53960,7,17,"1",3,2,1,0,0,"High","Very High","Best","Low","Excellent",7.71
"3664",35,"Left","Travel-Frequently","Research & Development",1,"College","Medical","Male","1","Manufacturing Director","Married",67960,0,13,"0",5,2,4,3,2,"Very High","High","Good","High","Excellent",9.08
"3665",38,"Stayed","Travel-Frequently","Research & Development",7,"Bachelor","Medical","Female","2","Sales Representative","Divorced",76250,1,15,"0",4,2,4,0,3,"Very High","High","Better","Medium","Excellent",6.45
"3666",34,"Stayed","Travel-Rarely","Research & Development",10,"Master","Other","Female","2","Laboratory Technician","Single",74120,1,24,"0",14,4,14,4,11,"High","Very High","Best","High","Outstanding",7.9
"3667",28,"Stayed","Travel-Rarely","Research & Development",2,"Bachelor","Life Sciences","Female","2","Healthcare Representative","Married",111590,1,12,"0",5,2,5,0,4,"High","Low","Better","High","Excellent",6.68
"3668",31,"Left","Travel-Rarely","Research & Development",15,"College","Life Sciences","Male","2","Sales Executive","Married",49600,1,15,"0",10,3,10,6,7,"Very High","High","Good","Medium","Excellent",10.9
"3669",39,"Stayed","Travel-Rarely","Research & Development",17,"Master","Technical Degree","Female","2","Healthcare Representative","Married",104750,3,11,"1",8,3,5,1,4,"Low","Very High","Best","High","Excellent",10.29
"3670",51,"Stayed","Travel-Frequently","Research & Development",20,"Bachelor","Medical","Male","2","Sales Executive","Married",148140,2,11,"1",14,2,4,3,2,"Medium","Medium","Better","Medium","Excellent",7.07
"3671",41,"Stayed","Travel-Frequently","Research & Development",1,"Bachelor","Life Sciences","Male","4","Sales Executive","Divorced",191410,3,12,"1",12,2,6,3,3,"Very High","Very High","Good","High","Excellent",10.69
"3672",37,"Stayed","Travel-Rarely","Research & Development",2,"College","Medical","Female","1","Healthcare Representative","Married",54050,7,15,"0",8,3,6,1,3,"High","High","Better","Very High","Excellent",10.4
"3673",33,"Stayed","Travel-Frequently","Research & Development",2,"Bachelor","Medical","Female","1","Sales Executive","Married",87930,6,17,"0",8,2,5,1,2,"Medium","Very High","Best","High","Excellent",7.78
"3674",32,"Stayed","Travel-Rarely","Research & Development",1,"Master","Medical","Male","5","Research Director","Married",191890,0,12,"1",4,3,3,1,2,"High","Medium","Good","High","Excellent",10.38
"3675",39,"Stayed","Non-Travel","Research & Development",29,"College","Life Sciences","Male","2","Sales Executive","Married",38750,3,15,"0",13,3,6,0,5,"High","High","Better","High","Excellent",6.59
"3676",25,"Stayed","Travel-Rarely","Research & Development",7,"Master","Life Sciences","Male","1","Sales Executive","Married",22160,2,13,"3",6,2,3,1,2,"Low","High","Good","Medium","Excellent",7.19
"3677",52,"Stayed","Travel-Frequently","Research & Development",2,"Below College","Life Sciences","Male","2","Sales Executive","Married",117130,2,14,"0",24,2,5,0,2,"Very High","High","Good","High","Excellent",9.14
"3678",43,"Stayed","Travel-Rarely","Research & Development",2,"College","Medical","Male","1","Laboratory Technician","Single",78610,1,14,"2",20,1,20,1,8,"Low","High","Bad","High","Excellent",9.66
"3679",27,"Stayed","Travel-Rarely","Research & Development",2,"Master","Life Sciences","Male","1","Human Resources","Married",37080,1,16,"2",6,2,6,4,4,"Very High","Very High","Better","High","Excellent",10.3
"3680",27,"Left","Travel-Rarely","Research & Development",2,"Doctor","Life Sciences","Female","1","Research Scientist","Single",137700,1,18,"1",8,3,8,7,7,"Very High","High","Better","Very High","Excellent",10.01
"3681",26,"Stayed","Travel-Rarely","Research & Development",2,"College","Other","Male","3","Laboratory Technician","Single",53040,0,20,"1",5,2,4,1,1,"Low","Very High","Better","High","Outstanding",6.28
"3682",42,"Stayed","Travel-Rarely","Sales",23,"Bachelor","Marketing","Female","3","Research Scientist","Married",26420,0,13,"1",21,3,20,0,9,"N/A","Low","Better","High","Excellent",6.15
"3683",52,"Stayed","Travel-Rarely","Research & Development",5,"College","Life Sciences","Female","1","Healthcare Representative","Married",27590,9,18,"1",12,6,5,0,4,"High","Low","Bad","High","Excellent",6.48
"3684",37,"Stayed","Travel-Rarely","Research & Development",20,"Doctor","Life Sciences","Male","2","Manager","Single",68040,4,13,"1",8,1,3,0,2,"Low","High","Better","High","Excellent",7.52
"3685",35,"Stayed","Travel-Frequently","Research & Development",6,"Master","Medical","Female","2","Research Director","Single",61420,2,15,"1",10,2,2,2,2,"High","Very High","Better","High","Excellent",7.72
"3686",25,"Stayed","Travel-Rarely","Research & Development",1,"Master","Medical","Male","2","Sales Executive","Married",25000,4,14,"2",7,2,3,0,2,"Low","Very High","Good","Low","Excellent",8.01
"3687",26,"Stayed","Travel-Rarely","Research & Development",29,"Master","Life Sciences","Male","1","Research Scientist","Single",63890,0,22,"0",8,2,7,0,7,"High","Low","Better","Medium","Outstanding",6.81
"3688",29,"Stayed","Travel-Rarely","Sales",9,"Bachelor","Life Sciences","Male","1","Laboratory Technician","Single",111030,1,12,"0",10,5,10,0,9,"Medium","Low","Good","Medium","Excellent",6.22
"3689",49,"Left","Travel-Frequently","Sales",6,"Doctor","Medical","Female","2","Healthcare Representative","Single",23420,3,18,"0",20,2,4,1,3,"Low","Low","Better","High","Excellent",7.15
"3690",29,"Left","Travel-Frequently","Sales",3,"College","Marketing","Female","2","Laboratory Technician","Single",68110,0,15,"1",9,2,8,7,7,"High","Very High","Better","High","Excellent",8.61
"3691",54,"Stayed","Travel-Rarely","Sales",1,"Bachelor","Medical","Female","2","Manager","Single",22970,6,18,"2",29,2,20,12,7,"Very High","Very High","Good","Medium","Excellent",6.21
"3692",58,"Stayed","Travel-Rarely","Sales",22,"Bachelor","Life Sciences","Female","2","Laboratory Technician","Married",24500,3,12,"1",32,2,9,1,5,"Very High","Low","Better","High","Excellent",10.57
"3693",55,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Life Sciences","Female","3","Research Scientist","Divorced",50930,2,16,"1",31,3,7,0,0,"Medium","Very High","Best","High","Excellent",7.5
"3694",36,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Medical","Male","2","Sales Executive","Single",53090,3,13,"0",15,5,5,0,1,"Low","Medium","Better","High","Excellent",9.38
"3695",31,"Left","Travel-Frequently","Sales",4,"Bachelor","Life Sciences","Male","2","Manager","Single",30570,1,19,"0",1,3,1,0,0,"Medium","High","Better","High","Excellent",7.27
"3696",30,"Stayed","Travel-Rarely","Sales",3,"Bachelor","Life Sciences","Male","3","Sales Executive","Divorced",51210,7,13,"0",8,4,3,0,2,"Very High","Low","Better","High","Excellent",7.47
"3697",31,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Medical","Male","1","Laboratory Technician","Single",168560,3,12,"1",9,3,3,1,0,"Low","Medium","Best","High","Excellent",7.29
"3698",34,"Stayed","Travel-Frequently","Sales",2,"Below College","Marketing","Female","5","Manager","Divorced",26860,5,11,"0",10,3,4,1,3,"Very High","Low","Better","Very High","Excellent",7.61
"3699",31,"Left","Travel-Rarely","Sales",20,"Bachelor","Technical Degree","Male","1","Research Scientist","Single",61800,1,14,"1",1,2,1,0,0,"Low","Medium","Best","Low","Excellent",8.01
"3700",27,"Stayed","Travel-Rarely","Human Resources",11,"Master","Medical","Male","4","Sales Executive","Married",66320,0,16,"0",6,3,5,1,4,"Medium","Low","Best","High","Excellent",7.16
"3701",36,"Stayed","Travel-Rarely","Sales",1,"Bachelor","Marketing","Male","2","Research Scientist","Single",35050,1,12,"2",10,2,10,1,8,"Low","Very High","Good","Medium","Excellent",6.29
"3702",36,"Stayed","Travel-Rarely","Research & Development",24,"Bachelor","Other","Female","3","Research Director","Married",63970,4,14,"1",11,3,3,0,2,"High","Low","Good","High","Excellent",7.27
"3703",47,"Stayed","Travel-Rarely","Research & Development",23,"Master","Life Sciences","Female","2","Sales Executive","Married",62740,7,14,"2",17,0,6,1,2,"Low","Very High","Good","High","Excellent",7.82
"3704",25,"Left","Travel-Rarely","Sales",16,"Master","Life Sciences","Male","2","Research Scientist","Married",198590,3,19,"0",6,3,3,2,2,"Low","Low","Better","Medium","Excellent",7.22
"3705",37,"Stayed","Non-Travel","Sales",8,"Master","Medical","Male","1","Healthcare Representative","Single",75870,0,22,"1",7,5,6,1,3,"High","High","Bad","High","Outstanding",7.58
"3706",56,"Stayed","Travel-Rarely","Research & Development",10,"Master","Other","Male","2","Sales Representative","Married",42580,2,16,"0",5,2,3,1,0,"Low","Low","Best","High","Excellent",6.63
"3707",47,"Stayed","Travel-Rarely","Research & Development",3,"College","Medical","Male","2","Laboratory Technician","Married",43640,3,11,"1",26,3,20,5,6,"Low","High","Best","High","Excellent",6.33
"3708",24,"Stayed","Travel-Rarely","Research & Development",5,"Below College","Other","Male","1","Manufacturing Director","Married",43350,1,15,"1",5,5,5,0,3,"Very High","High","Better","High","Excellent",9.71
"3709",32,"Stayed","Travel-Rarely","Sales",4,"Bachelor","Marketing","Male","1","Research Scientist","Married",53260,4,14,"1",7,2,4,0,3,"Very High","Very High","Good","High","Excellent",7.52
"3710",34,"Stayed","Travel-Rarely","Research & Development",9,"College","Medical","Male","1","Sales Executive","Married",32800,5,13,"0",7,3,5,0,2,"Very High","Medium","Good","High","Excellent",6.11
"3711",41,"Stayed","Travel-Rarely","Research & Development",26,"Bachelor","Medical","Female","3","Sales Executive","Married",54850,2,17,"2",7,2,4,0,3,"Medium","High","Good","High","Excellent",10.51
"3712",40,"Stayed","Non-Travel","Sales",3,"College","Life Sciences","Male","1","Sales Executive","Divorced",43420,3,11,"1",11,6,8,0,7,"High","High","Best","Medium","Excellent",6.4
"3713",31,"Stayed","Travel-Rarely","Research & Development",16,"Bachelor","Medical","Male","2","Human Resources","Divorced",27820,1,19,"1",13,5,13,9,9,"Low","Very High","Better","High","Excellent",6.69
"3714",46,"Left","Travel-Rarely","Research & Development",18,"Below College","Medical","Male","1","Manufacturing Director","Divorced",59800,4,11,"1",28,2,7,4,3,"Low","Very High","Best","High","Excellent",6.69
"3715",39,"Left","Non-Travel","Research & Development",2,"Master","Medical","Male","2","Manufacturing Director","Single",43810,2,15,"2",11,1,1,0,0,"Low","Low","Best","Medium","Excellent",9.37
"3716",31,"Left","Travel-Frequently","Sales",2,"Bachelor","Medical","Male","2","Sales Executive","Single",25720,1,13,"3",10,3,10,4,7,"High","Medium","Better","High","Excellent",6.81
"3717",45,"Stayed","Travel-Rarely","Sales",10,"College","Marketing","Male","1","Sales Executive","Divorced",38330,2,14,"0",24,1,7,0,7,"Medium","Low","Better","High","Excellent",10.47
